Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,7,Personal Travel,Eco,234,1,5,0,1,0,4,4,4,4,5,1,4,2,4,724,705.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,1334,4,1,1,1,1,2,3,4,4,3,4,1,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,1440,4,4,4,4,3,4,4,4,4,4,4,3,4,4,12,0.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,1671,4,1,4,3,5,3,3,1,1,4,3,2,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,646,2,5,3,4,3,3,3,3,1,4,1,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco Plus,854,2,5,2,2,2,4,4,2,2,2,2,5,2,5,13,7.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,589,3,3,3,3,3,4,5,4,4,5,4,3,4,3,2,16.0,satisfied
Male,Loyal Customer,27,Personal Travel,Eco,867,2,5,3,1,4,3,4,4,4,4,2,2,4,4,27,28.0,neutral or dissatisfied
Female,disloyal Customer,52,Business travel,Eco,814,3,3,3,4,1,3,1,1,3,2,3,1,3,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,237,3,2,3,4,3,3,3,3,4,5,3,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,1790,2,4,4,4,2,2,2,1,4,4,4,2,1,2,267,255.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,1390,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,1619,3,3,3,3,5,5,5,5,4,2,3,3,4,5,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,496,4,0,4,3,4,4,3,4,5,2,1,2,5,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Eco,226,3,1,3,3,1,3,1,1,3,1,4,2,4,1,30,37.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Business,1180,2,2,2,1,4,2,4,4,4,5,5,3,5,4,33,33.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,258,2,2,2,2,5,3,1,4,4,4,4,2,4,1,0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,603,5,5,5,5,4,4,5,5,5,5,5,5,5,3,89,86.0,satisfied
Male,disloyal Customer,36,Business travel,Business,1535,4,4,4,1,5,4,2,5,5,4,4,4,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,1961,2,2,4,2,4,4,3,5,5,4,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,861,2,5,2,3,4,5,5,2,2,2,2,5,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,440,1,1,1,4,4,1,4,4,4,3,4,2,4,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Business,277,1,1,1,4,3,1,3,3,4,1,4,1,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,2143,2,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,1235,2,4,2,4,1,2,5,1,5,4,3,5,4,1,71,67.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco Plus,369,1,2,2,3,3,2,3,3,2,2,3,2,2,3,8,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1766,2,2,2,2,4,4,4,2,2,2,2,3,2,2,1,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,867,2,4,2,3,4,5,4,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Eco,337,2,2,2,3,4,2,4,4,4,3,4,1,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,534,2,3,2,4,3,2,3,3,3,2,2,1,5,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,488,3,4,3,3,1,3,1,1,2,1,3,4,4,1,10,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,1222,2,1,3,3,4,3,3,5,5,3,4,4,5,4,13,2.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,3164,4,4,4,4,1,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
Female,Loyal Customer,44,Business travel,Eco,2475,2,1,1,1,2,1,1,1,1,3,4,1,1,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,978,5,3,3,3,5,5,5,5,4,2,4,4,4,5,0,3.0,satisfied
Male,Loyal Customer,51,Business travel,Business,588,4,1,4,4,5,4,4,4,4,4,4,3,4,5,3,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,399,3,5,3,2,1,3,1,1,3,4,5,5,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,488,4,4,4,4,2,5,5,4,4,5,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,2899,4,4,4,4,3,1,1,5,5,5,5,1,5,5,0,0.0,satisfied
Female,disloyal Customer,30,Business travel,Eco,563,2,0,2,5,2,2,2,2,3,2,3,2,2,2,12,9.0,neutral or dissatisfied
Female,Loyal Customer,70,Business travel,Business,192,2,2,2,2,3,3,4,3,3,3,2,3,3,3,5,4.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,2519,0,1,1,1,3,5,4,3,3,3,3,3,3,3,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,425,4,4,4,4,2,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
Male,disloyal Customer,28,Business travel,Business,1123,3,2,2,4,2,2,2,2,1,1,3,4,3,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,733,3,3,3,4,2,3,2,2,5,3,4,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,1023,2,2,2,2,2,3,5,4,4,4,4,1,4,4,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,3634,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
Male,disloyal Customer,32,Business travel,Business,226,3,3,3,2,3,3,3,3,5,4,5,5,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco,196,3,1,3,1,2,3,2,2,3,3,1,2,1,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Personal Travel,Business,868,2,2,2,3,1,3,4,4,4,2,4,1,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,Personal Travel,Eco,846,1,2,1,4,2,1,1,2,2,1,4,3,3,2,1,0.0,neutral or dissatisfied
Male,disloyal Customer,34,Business travel,Eco,2496,2,2,2,5,5,2,5,5,4,1,3,1,1,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,49,Business travel,Eco,964,4,4,4,4,3,4,3,3,1,2,3,4,4,3,0,7.0,neutral or dissatisfied
Male,disloyal Customer,37,Personal Travel,Eco,577,5,4,5,1,1,5,1,1,5,2,5,5,4,1,20,24.0,satisfied
Male,Loyal Customer,46,Business travel,Business,308,1,1,1,1,3,1,2,5,5,5,5,2,5,3,0,0.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,507,3,4,3,3,2,3,2,2,3,5,5,5,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,188,1,3,1,3,5,1,5,5,1,4,3,4,3,5,0,8.0,neutral or dissatisfied
Male,disloyal Customer,50,Business travel,Business,157,2,2,2,3,2,2,2,2,4,4,4,4,4,2,4,15.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco Plus,1102,3,4,3,4,4,3,5,4,5,3,1,5,4,4,2,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco,546,3,3,3,3,3,3,3,3,3,3,2,4,4,3,0,0.0,satisfied
Female,Loyal Customer,66,Personal Travel,Business,86,3,5,3,5,3,5,4,5,5,3,5,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,329,2,4,2,5,3,2,3,3,4,4,5,1,5,3,1,13.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,337,2,2,2,2,2,5,4,5,5,5,5,3,5,4,58,57.0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,861,3,4,3,3,3,3,2,3,4,5,5,5,5,3,0,42.0,neutral or dissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,362,2,3,2,4,2,4,4,5,5,2,5,4,5,1,0,3.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,2643,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,3.0,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,674,5,5,5,3,2,5,2,2,5,4,4,4,4,2,88,66.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,89,2,5,2,3,3,2,3,3,1,3,5,3,4,3,4,0.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,1235,2,2,2,1,5,2,5,5,3,3,5,5,5,5,1,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,2454,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,41,Business travel,Business,1909,1,1,1,1,5,4,5,5,5,5,5,5,5,4,46,44.0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,192,5,5,5,1,2,4,5,4,4,5,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,2174,1,2,1,3,2,1,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,419,2,0,1,4,4,1,5,4,4,4,4,3,1,4,33,8.0,neutral or dissatisfied
Female,Loyal Customer,26,Business travel,Business,1601,3,1,3,3,3,3,3,3,3,5,4,5,4,3,5,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2558,1,1,1,1,2,5,5,3,3,4,5,5,3,5,9,13.0,satisfied
Male,Loyal Customer,29,Business travel,Business,3024,1,1,1,1,5,5,5,5,5,3,4,3,4,5,0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,3103,3,1,4,1,3,2,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Personal Travel,Eco,867,2,3,2,3,5,2,4,5,3,3,4,1,4,5,3,62.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,1680,2,4,4,4,3,4,3,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,3879,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,861,2,5,3,2,5,3,4,5,4,3,4,3,4,5,46,33.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,2288,2,2,2,2,2,3,4,4,4,4,4,5,4,4,8,0.0,satisfied
Male,disloyal Customer,34,Business travel,Business,2552,3,3,3,3,3,1,1,3,3,4,5,1,3,1,0,20.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,2055,4,4,5,4,4,4,4,4,5,2,5,5,1,4,0,0.0,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,495,1,4,1,1,3,1,3,3,3,5,4,3,4,3,7,17.0,neutral or dissatisfied
Female,disloyal Customer,62,Business travel,Eco Plus,315,3,3,3,3,1,3,1,1,1,2,4,4,4,1,2,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2435,2,3,3,3,5,3,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,1024,1,1,1,3,3,1,3,3,5,4,4,3,4,3,5,3.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Eco,308,2,4,2,2,5,5,5,1,1,2,1,4,1,3,10,8.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,2778,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,39,Business travel,Business,399,5,5,5,5,3,4,5,4,4,4,4,2,4,1,0,0.0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,1303,3,1,3,3,2,3,2,2,3,1,2,4,3,2,0,5.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,1144,4,4,4,3,4,4,4,4,4,4,3,5,4,3,2,0.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,1008,4,1,4,2,4,4,4,4,3,3,2,4,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,2034,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,24,Personal Travel,Eco,1123,3,4,3,2,3,3,3,3,4,2,4,5,4,3,8,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,967,5,1,1,1,5,4,5,5,3,2,5,1,4,5,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,489,4,4,4,4,4,4,4,4,4,5,3,2,3,4,0,0.0,satisfied
Male,Loyal Customer,25,Business travel,Business,1214,4,4,4,4,4,4,4,4,5,1,2,1,1,4,0,0.0,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,272,3,0,3,4,2,3,2,2,1,2,3,1,2,2,0,3.0,neutral or dissatisfied
Male,Loyal Customer,19,Personal Travel,Eco,602,4,4,4,3,5,4,5,5,5,5,5,3,5,5,0,18.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,954,3,2,3,3,4,3,4,4,3,2,3,3,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,694,3,4,2,2,2,1,1,4,3,5,5,1,5,1,181,158.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco Plus,607,2,3,3,4,3,3,1,3,3,4,5,3,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,308,5,5,5,5,5,5,5,5,1,1,5,1,1,5,13,23.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,484,1,4,4,4,5,3,2,1,1,1,1,3,1,3,65,64.0,neutral or dissatisfied
Male,disloyal Customer,66,Business travel,Eco,562,1,0,1,4,4,1,4,4,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,1820,1,1,1,1,1,4,5,5,5,5,5,1,5,5,0,0.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,595,4,2,4,3,2,4,2,2,1,4,2,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,643,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,18.0,satisfied
Male,Loyal Customer,35,Business travel,Business,1591,3,3,3,3,2,4,5,4,4,4,4,4,4,4,35,31.0,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,338,3,2,3,4,3,3,3,3,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,748,3,4,3,3,5,3,4,5,5,5,4,4,4,5,1,7.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,237,4,5,3,5,4,2,2,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Personal Travel,Eco,408,1,1,1,4,3,1,1,3,3,5,3,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco Plus,763,1,5,0,5,4,5,4,2,2,0,2,3,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,3477,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,1842,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco,1020,3,4,3,2,1,3,1,1,1,4,2,5,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3587,2,2,2,2,2,5,4,5,5,5,5,4,5,4,7,1.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,413,5,4,5,2,3,5,3,3,1,4,1,4,1,3,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,337,3,5,3,4,2,3,2,2,4,2,2,5,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,101,1,1,1,1,1,1,3,4,4,4,4,1,4,2,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Eco,363,4,4,4,4,2,2,5,5,5,4,5,4,5,3,87,80.0,satisfied
Male,Loyal Customer,45,Business travel,Business,861,2,2,3,2,5,5,4,5,5,5,5,5,5,4,17,6.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,738,3,5,3,1,2,3,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,139,3,3,3,4,1,3,3,1,2,1,3,4,3,1,43,52.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Business,868,3,3,5,3,4,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,11,Personal Travel,Eco,967,4,4,3,3,4,3,4,4,3,4,5,3,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,2946,4,1,1,1,2,1,2,4,4,4,4,1,4,1,76,66.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,1303,3,4,4,3,5,4,5,5,3,3,5,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Personal Travel,Eco,444,4,5,3,2,4,3,4,4,5,4,4,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,247,5,3,3,3,5,5,5,5,5,2,2,1,3,5,0,0.0,satisfied
Female,disloyal Customer,48,Business travel,Business,1264,2,2,2,3,2,2,2,2,4,4,5,5,5,2,0,0.0,satisfied
Male,disloyal Customer,14,Business travel,Eco,782,1,1,1,3,2,1,1,2,1,3,2,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,2178,3,3,3,3,2,2,3,5,5,5,5,1,5,3,0,0.0,satisfied
Male,Loyal Customer,60,Business travel,Business,3108,2,1,1,1,5,4,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,22,Business travel,Business,2274,3,3,4,4,3,3,3,3,3,5,4,1,4,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,61,Business travel,Business,362,5,3,3,1,3,5,3,3,5,2,4,5,4,3,3,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,1216,4,4,4,4,2,5,5,4,4,4,4,4,4,4,20,18.0,satisfied
Male,Loyal Customer,45,Business travel,Business,3563,2,5,5,5,2,3,4,2,2,2,2,4,2,1,119,104.0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,101,3,1,3,4,3,3,3,3,1,5,3,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Eco,1262,3,1,1,1,3,3,3,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,1620,4,3,4,4,3,2,3,3,3,4,3,1,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,19,Business travel,Business,883,5,0,5,2,5,5,5,5,3,5,4,4,5,5,8,22.0,satisfied
Male,Loyal Customer,25,Personal Travel,Business,347,3,4,5,1,3,5,3,3,5,2,5,3,4,3,0,3.0,neutral or dissatisfied
Female,disloyal Customer,19,Business travel,Eco,190,3,2,3,4,3,3,3,3,2,1,3,3,3,3,87,77.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2009,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,2668,4,4,4,4,3,4,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,164,2,4,2,4,3,4,5,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Eco Plus,1587,2,4,3,2,4,3,4,4,4,3,4,5,4,4,25,12.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Eco,236,4,3,3,3,4,4,4,4,1,5,3,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,259,4,4,0,3,5,0,5,5,3,5,5,5,3,5,0,0.0,satisfied
Female,Loyal Customer,40,Personal Travel,Eco,599,2,5,3,5,5,3,1,5,4,3,4,5,2,5,26,18.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,214,3,0,3,3,5,3,5,5,4,4,1,3,3,5,0,5.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3052,1,1,1,1,3,4,4,5,5,5,5,5,5,3,9,8.0,satisfied
Male,Loyal Customer,42,Personal Travel,Eco,562,3,5,3,3,3,3,3,3,3,1,3,2,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,273,0,3,0,4,3,0,3,3,3,5,5,1,2,3,96,100.0,satisfied
Female,Loyal Customer,52,Business travel,Business,2402,1,1,1,1,2,3,4,4,4,4,4,5,4,5,0,8.0,satisfied
Female,Loyal Customer,38,Business travel,Business,2067,4,5,4,5,3,3,3,4,4,4,4,1,4,4,0,21.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,475,3,4,3,4,4,3,3,4,2,3,3,3,4,3,240,298.0,neutral or dissatisfied
Female,Loyal Customer,19,Business travel,Business,109,3,1,1,1,3,3,3,3,3,2,4,3,3,3,0,13.0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Business,300,4,4,4,3,1,4,1,1,3,3,4,4,5,1,0,8.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,834,2,5,2,4,2,5,1,3,3,2,3,2,3,4,0,2.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,1119,1,1,1,1,3,3,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Eco Plus,110,4,4,4,4,3,4,3,3,4,4,5,2,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,1702,0,4,0,4,5,5,5,2,2,2,2,3,2,4,47,54.0,satisfied
Female,Loyal Customer,20,Business travel,Business,1506,3,3,3,3,4,4,4,4,4,3,4,5,4,4,0,0.0,satisfied
Female,Loyal Customer,11,Personal Travel,Eco,468,1,4,1,3,2,1,2,2,5,5,5,4,4,2,9,2.0,neutral or dissatisfied
Female,Loyal Customer,42,Personal Travel,Eco,234,2,4,2,3,2,4,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,157,2,4,2,2,2,2,2,2,3,4,4,3,4,2,0,,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,979,1,1,1,3,5,1,5,5,1,3,4,3,3,5,57,52.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco Plus,2350,4,2,4,4,2,4,2,2,3,2,4,4,3,2,0,1.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Business,315,2,5,4,5,2,5,4,5,5,4,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Business,430,2,2,2,2,4,4,4,4,2,3,1,5,2,4,1,10.0,satisfied
Female,Loyal Customer,53,Business travel,Business,189,4,2,4,4,5,5,4,5,5,4,4,4,5,4,5,16.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,558,3,4,2,3,5,2,5,5,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,12,Personal Travel,Eco,337,4,5,4,5,4,4,4,4,3,1,1,1,3,4,18,34.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,158,0,4,0,1,4,0,4,4,5,4,5,3,5,4,0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,3516,4,4,4,4,3,4,5,4,4,4,4,4,4,5,20,53.0,satisfied
Male,Loyal Customer,29,Business travel,Business,2806,1,1,1,1,4,4,4,4,5,5,4,5,4,4,2,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,257,2,2,2,4,1,2,1,1,3,1,4,4,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,3979,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,4.0,satisfied
Female,Loyal Customer,40,Business travel,Eco,102,4,2,2,2,4,4,4,4,4,5,4,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1242,2,2,2,2,3,4,4,5,5,5,5,5,5,5,29,37.0,satisfied
Female,Loyal Customer,49,Business travel,Business,479,3,1,3,3,5,4,5,4,4,4,4,4,4,4,0,1.0,satisfied
Male,Loyal Customer,61,Business travel,Business,2528,1,4,4,4,2,3,2,1,1,2,1,3,1,2,3,1.0,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Business,3229,0,0,0,2,2,2,2,2,3,2,3,3,3,2,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,235,2,3,3,3,2,2,2,2,1,3,2,1,2,2,50,65.0,neutral or dissatisfied
Male,disloyal Customer,15,Business travel,Eco,761,1,1,1,5,5,1,5,5,2,4,4,2,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco Plus,671,3,3,2,4,5,4,4,3,3,2,3,4,3,3,18,11.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,1826,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,109,2,3,4,3,5,3,3,1,1,1,2,2,1,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,19,Business travel,Business,918,0,5,0,5,1,0,1,1,5,5,5,3,4,1,0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Business,1158,2,5,2,3,4,4,4,4,4,2,4,3,4,3,0,5.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco Plus,102,4,3,3,3,4,4,4,4,3,2,5,2,1,4,0,0.0,satisfied
Male,Loyal Customer,61,Business travel,Business,2516,1,3,3,3,2,3,3,3,3,3,1,4,3,2,3,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Eco,549,2,2,2,3,1,2,1,1,2,4,1,4,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,16,Business travel,Eco,956,4,1,1,1,4,4,2,4,3,5,4,3,3,4,7,6.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Eco,1246,3,1,1,1,1,3,3,4,4,3,4,4,4,3,102,117.0,neutral or dissatisfied
Female,Loyal Customer,65,Personal Travel,Eco,507,4,3,4,3,1,4,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,293,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,2693,1,1,1,1,5,4,5,4,4,4,4,3,4,3,39,35.0,satisfied
